0,18
1,20
2,16
3,24
4,28
5,20
6,22
7,18
8,30
9,12
10,16
11,12
12,20
13,32
14,16
15,20
16,32
17,28
18,26
19,28
20,8
21,20
22,26
23,24
24,22
25,24
26,24
27,30
28,20
29,10
30,14
31,14
32,26
33,26
34,18
35,18
36,20
37,30
38,18
39,38
40,26
41,16
42,16
43,32
44,26
45,16
46,18
47,16
48,22
49,10
50,12
51,18
52,20
53,12
54,30
55,14
56,16
57,26
58,14
59,18
60,16
61,22
62,20
63,24
64,32
65,14
66,18
67,22
68,16
69,18
70,18
71,16
72,8
73,18
74,18
75,16
76,20
77,14
78,10
79,18
80,20
81,18
82,12
83,16
84,18
85,24
86,22
87,18
88,22
89,16
90,18
91,8
92,26
93,28
94,12
95,8
96,14
97,16
98,16
99,26
100,22
101,8
102,34
103,8
104,34
105,30
106,26
107,6
108,30
109,8
110,14
111,10
112,10
113,10
114,16
115,14
116,34
117,12
118,24
119,14
120,28
121,16
122,24
123,14
124,20
125,10
126,22
127,20
128,18
129,16
130,24
131,26
132,14
133,16
134,14
135,30
136,36
137,26
138,18
139,30
140,22
141,16
142,16
143,24
144,14
145,24
146,18
147,24
148,20
149,30
150,16
151,16
152,18
153,8
154,18
155,22
156,22
157,18
158,32
159,30
160,18
161,20
162,22
163,26
164,14
165,16
166,20
167,22
168,12
169,28
170,26
171,20
172,22
173,26
174,24
175,24
176,10
177,18
178,20
179,20
180,22
181,18
182,32
183,20
184,16
185,16
186,12
187,12
188,26
189,26
190,24
191,24
192,22
193,10
194,16
195,12
196,16
197,12
198,18
199,18
200,12
201,20
202,26
203,26
204,14
205,14
206,16
207,22
208,16
209,22
210,22
211,20
212,18
213,20
214,20
215,24
216,32
217,38
218,18
219,14
220,30
221,22
222,24
223,20
224,26
225,14
226,16
227,28
228,18
229,22
230,20
231,26
232,24
233,24
234,10
235,18
236,12
237,18
238,16
239,18
240,20
241,18
242,18
243,30
244,18
245,24
246,26
247,22
248,22
249,22
250,24
251,30
252,28
253,24
254,28
255,20
256,26
257,18
258,18
259,18
260,22
261,30
262,18
263,22
264,18
265,16
266,28
267,32
268,22
269,20
270,20
271,30
272,10
273,16
274,14
275,32
276,22
277,30
278,28
279,18
280,12
281,16
282,6
283,32
284,26
285,24
286,18
287,26
288,16
289,18
290,24
291,24
292,20
293,26
294,24
295,22
296,26
297,30
298,16
299,22
300,32
301,16
302,18
303,14
304,22
305,24
306,18
307,10
308,22
309,20
310,22
311,18
312,24
313,26
314,24
315,18
316,14
317,18
318,20
319,22
320,22
321,28
322,18
323,18
324,28
325,38
326,18
327,26
328,12
329,26
330,40
331,24
332,30
333,18
334,18
335,16
336,10
337,24
338,18
339,24
340,16
341,20
342,30
343,22
344,20
345,26
346,32
347,12
348,36
349,14
350,10
351,16
352,32
353,16
354,20
355,18
356,32
357,10
358,26
359,22
360,18
361,26
362,18
363,22
364,8
365,22
366,32
367,24
368,18
369,34
370,24
371,24
372,10
373,22
374,22
375,26
376,20
377,18
378,20
379,6
380,16
381,20
382,14
383,20
384,16
385,18
386,22
387,24
388,20
389,16
390,24
391,12
392,28
393,18
394,18
395,26
396,10
397,8
398,10
399,28
400,22
401,24
402,16
403,28
404,24
405,18
406,22
407,16
408,16
409,20
410,12
411,18
412,18
413,8
414,20
415,28
416,18
417,36
418,26
419,38
420,18
421,14
422,22
423,22
424,16
425,18
426,26
427,16
428,30
429,28
430,20
431,18
432,18
433,22
434,24
435,20
436,30
437,24
438,20
439,24
440,14
441,18
442,22
443,30
444,22
445,32
446,34
447,10
448,16
449,20
450,30
451,12
452,22
453,14
454,26
455,22
456,12
457,22
458,20
459,16
460,34
461,20
462,32
463,34
464,14
465,14
466,28
467,24
468,6
469,16
470,30
471,34
472,18
473,20
474,34
475,30
476,22
477,28
478,24
479,14
480,16
481,32
482,6
483,24
484,20
485,22
486,20
487,18
488,22
489,22
490,14
491,22
492,14
493,28
494,24
495,14
496,22
497,24
498,20
499,18
500,22
501,24
502,12
503,24
504,16
505,18
506,10
507,18
508,24
509,14
510,30
511,22
512,24
513,24
514,26
515,18
516,28
517,20
518,14
519,18
520,20
521,18
522,22
523,20
524,18
525,22
526,16
527,16
528,18
529,24
530,34
531,22
532,22
533,32
534,18
535,28
536,34
537,24
538,16
539,26
540,14
541,24
542,22
543,24
544,8
545,22
546,28
547,22
548,28
549,26
550,18
551,22
552,16
553,14
554,14
555,30
556,10
557,24
558,18
559,16
560,32
561,14
562,18
563,24
564,32
565,16
566,10
567,16
568,16
569,20
570,16
571,24
572,28
573,18
574,34
575,30
576,26
577,22
578,26
579,14
580,12
581,24
582,18
583,26
584,18
585,14
586,16
587,28
588,28
589,20
590,20
591,36
592,20
593,26
594,26
595,26
596,22
597,14
598,8
599,16
600,16
601,26
602,10
603,20
604,22
605,16
606,42
607,12
608,14
609,18
610,24
611,12
612,12
613,10
614,22
615,20
616,18
617,22
618,22
619,24
620,16
621,12
622,14
623,14
624,28
625,32
626,30
627,30
628,30
629,24
630,8
631,22
632,12
633,22
634,14
635,38
636,8
637,20
638,14
639,14
640,32
641,14
642,12
643,10
644,18
645,18
646,30
647,22
648,16
649,16
650,38
651,16
652,22
653,24
654,34
655,22
656,26
657,30
658,22
659,12
660,16
661,40
662,22
663,24
664,26
665,26
666,14
667,26
668,14
669,34
670,30
671,24
672,12
673,24
674,48
675,18
676,16
677,22
678,22
679,8
680,22
681,26
682,22
683,26
684,18
685,18
686,20
687,18
688,22
689,16
690,26
691,16
692,8
693,18
694,14
695,24
696,26
697,20
698,12
699,24
700,18
701,30
702,20
703,22
704,22
705,26
706,26
707,24
708,20
709,18
710,24
711,38
712,8
713,20
714,24
715,10
716,28
717,32
718,22
719,26
720,16
721,22
722,18
723,28
724,20
725,22
726,24
727,16
728,26
729,18
730,26
731,34
732,26
733,20
734,22
735,24
736,34
737,28
738,24
739,16
740,8
741,12
742,28
743,18
744,36
745,14
746,36
747,38
748,14
749,20
750,10
751,24
752,40
753,26
754,26
755,14
756,18
757,20
758,26
759,14
760,26
761,16
762,16
763,24
764,22
765,28
766,16
767,36
768,20
769,32
770,14
771,18
772,18
773,12
774,28
775,20
776,26
777,18
778,24
779,34
780,18
781,22
782,14
783,18
784,26
785,34
786,18
787,30
788,8
789,32
790,14
791,16
792,16
793,30
794,22
795,24
796,22
797,20
798,20
799,30
800,24
801,10
802,16
803,24
804,10
805,16
806,20
807,16
808,34
809,24
810,14
811,22
812,16
813,16
814,14
815,12
816,34
817,12
818,14
819,26
820,14
821,38
822,28
823,22
824,10
825,22
826,32
827,20
828,18
829,12
830,24
831,16
832,10
833,24
834,20
835,16
836,14
837,22
838,24
839,22
840,20
841,20
842,26
843,22
844,36
845,14
846,22
847,22
848,22
849,26
850,14
851,14
852,22
853,26
854,24
855,6
856,20
857,22
858,42
859,18
860,20
861,32
862,22
863,8
864,14
865,18
866,24
867,24
868,20
869,18
870,22
871,22
872,14
873,22
874,14
875,28
876,22
877,28
878,20
879,8
880,14
881,26
882,14
883,18
884,24
885,10
886,22
887,26
888,22
889,28
890,26
891,24
892,28
893,24
894,42
895,22
896,30
897,12
898,16
899,12
900,18
901,30
902,10
903,36
904,20
905,26
906,16
907,16
908,20
909,18
910,20
911,16
912,22
913,32
914,14
915,24
916,18
917,6
918,24
919,24
920,24
921,20
922,32
923,16
924,18
925,20
926,18
927,26
928,16
929,18
930,30
931,36
932,14
933,18
934,28
935,36
936,18
937,34
938,20
939,26
940,24
941,29
942,42
943,51
944,56
945,66
946,79
947,76
948,88
949,102
950,61
951,6
952,0
953,36
954,12
955,16
956,20
957,18
958,26
959,14
960,24
961,14
962,12
963,22
964,26
965,24
966,32
967,24
968,16
969,24
970,8
971,24
972,16
973,22
974,22
975,16
976,10
977,22
978,24
979,12
980,30
981,18
982,16
983,24
984,22
985,20
986,24
987,10
988,20
989,12
990,16
991,22
992,14
993,22
994,22
995,26
996,18
997,28
998,24
999,16
1000,14
1001,18
1002,18
1003,14
1004,20
1005,20
1006,12
1007,20
1008,18
1009,30
1010,14
1011,18
1012,30
1013,14
1014,14
1015,12
1016,22
1017,28
1018,24
1019,16
1020,24
1021,30
1022,22
1023,16
1024,22
1025,18
1026,14
1027,24
1028,30
1029,14
1030,26
1031,26
1032,24
1033,30
1034,10
1035,26
1036,22
1037,22
1038,22
1039,32
1040,12
1041,32
1042,34
1043,14
1044,18
1045,12
1046,24
1047,24
1048,18
1049,22
1050,16
1051,12
1052,16
1053,26
1054,28
1055,26
1056,22
1057,14
1058,6
1059,24
1060,20
1061,20
1062,18
1063,14
1064,10
1065,14
1066,22
1067,14
1068,24
1069,30
1070,36
1071,30
1072,14
1073,30
1074,24
1075,16
1076,38
1077,18
1078,32
1079,26
1080,32
1081,16
1082,22
1083,20
1084,26
1085,10
1086,18
1087,10
1088,24
1089,28
1090,14
1091,30
1092,34
1093,16
1094,28
1095,6
1096,32
1097,22
1098,24
1099,14
1100,14
1101,18
1102,24
1103,24
1104,20
1105,24
1106,14
1107,32
1108,20
1109,32
1110,22
1111,26
1112,10
1113,12
1114,18
1115,22
1116,26
1117,18
1118,26
1119,26
1120,26
1121,36
1122,16
1123,24
1124,32
1125,30
1126,24
1127,26
1128,14
1129,8
1130,14
1131,14
1132,26
1133,12
1134,22
1135,28
1136,12
1137,22
1138,18
1139,36
1140,20
1141,8
1142,12
1143,22
1144,18
1145,14
1146,26
1147,28
1148,20
1149,10
1150,32
1151,22
1152,30
1153,22
1154,22
1155,10
1156,26
1157,36
1158,36
1159,22
1160,24
1161,20
1162,16
1163,22
1164,30
1165,20
1166,14
1167,24
1168,18
1169,28
1170,12
1171,8
1172,14
1173,24
1174,16
1175,20
1176,26
1177,16
1178,10
1179,20
1180,16
1181,16
1182,20
1183,32
1184,20
1185,12
1186,24
1187,22
1188,20
1189,24
1190,24
1191,18
1192,30
1193,22
1194,18
1195,18
1196,24
1197,12
1198,24
1199,14
1200,30
1201,28
1202,24
1203,16
1204,24
1205,40
1206,14
1207,16
1208,20
1209,18
1210,24
1211,28
1212,26
1213,8
1214,20
1215,14
1216,26
1217,34
1218,24
1219,22
1220,12
1221,28
1222,16
1223,16
1224,26
1225,8
1226,22
1227,26
1228,24
1229,12
1230,22
1231,26
1232,24
1233,18
1234,20
1235,24
1236,14
1237,24
1238,14
1239,26
1240,16
1241,14
1242,18
1243,16
1244,16
1245,16
1246,22
1247,18
1248,22
1249,16
1250,28
1251,28
1252,16
1253,18
1254,18
1255,16
1256,16
1257,24
1258,18
1259,10
1260,28
1261,22
1262,26
1263,24
1264,24
1265,24
1266,24
1267,32
1268,24
1269,22
1270,22
1271,20
1272,16
1273,22
1274,18
1275,20
1276,24
1277,26
1278,20
1279,14
1280,14
1281,28
1282,22
1283,12
1284,26
1285,16
1286,26
1287,14
1288,20
1289,24
1290,22
1291,8
1292,18
1293,18
1294,22
1295,20
1296,24
1297,14
1298,26
1299,28
1300,10
1301,18
1302,28
1303,26
1304,26
1305,22
1306,26
1307,28
1308,16
1309,30
1310,22
1311,18
1312,16
1313,14
1314,24
1315,22
1316,24
1317,26
1318,14
1319,24
1320,20
1321,16
1322,24
1323,38
1324,14
1325,14
1326,22
1327,26
1328,26
1329,24
1330,24
1331,28
1332,26
1333,16
1334,32
1335,12
1336,20
1337,24
1338,24
1339,14
1340,22
1341,18
1342,18
1343,12
1344,22
1345,24
1346,24
1347,14
1348,14
1349,10
1350,30
1351,26
1352,18
1353,28
1354,36
1355,22
1356,28
1357,18
1358,18
1359,18
1360,28
1361,16
1362,24
1363,26
1364,16
1365,28
1366,18
1367,26
1368,26
1369,44
1370,12
1371,16
1372,24
1373,26
1374,28
1375,26
1376,20
1377,34
1378,28
1379,32
1380,20
1381,22
1382,20
1383,20
1384,18
1385,12
1386,24
1387,16
1388,20
1389,24
1390,16
1391,16
1392,40
1393,22
1394,26
1395,22
1396,8
1397,16
1398,16
1399,18
1400,14
1401,16
1402,22
1403,24
1404,12
1405,20
1406,14
1407,18
1408,16
1409,10
1410,20
1411,26
1412,20
1413,32
1414,20
1415,20
1416,22
1417,20
1418,28
1419,20
1420,20
1421,40
1422,36
1423,22
1424,22
1425,26
1426,8
1427,20
1428,22
1429,26
1430,26
1431,32
1432,34
1433,14
1434,16
1435,30
1436,18
1437,8
1438,26
1439,14
1440,18
1441,20
1442,26
1443,22
1444,22
1445,8
1446,32
1447,22
1448,18
1449,20
1450,16
1451,10
1452,32
1453,12
1454,6
1455,32
1456,18
1457,22
1458,24
1459,22
1460,30
1461,16
1462,22
1463,26
1464,10
1465,12
1466,10
1467,20
1468,20
1469,32
1470,24
1471,14
1472,20
1473,20
1474,22
1475,26
1476,20
1477,16
1478,16
1479,16
1480,20
1481,22
1482,22
1483,16
1484,16
1485,18
1486,22
1487,32
1488,12
1489,30
1490,14
1491,22
1492,22
1493,8
1494,20
1495,24
1496,28
1497,12
1498,26
1499,16
1500,24
1501,26
1502,18
1503,26
1504,22
1505,28
1506,22
1507,16
1508,24
1509,22
1510,26
1511,18
1512,26
1513,18
1514,26
1515,22
1516,26
1517,24
1518,14
1519,16
1520,22
1521,14
1522,30
1523,22
1524,18
1525,20
1526,28
1527,12
1528,26
1529,16
1530,14
1531,14
1532,28
1533,12
1534,12
1535,30
1536,34
1537,28
1538,32
1539,14
1540,32
1541,30
1542,26
1543,22
1544,12
1545,26
1546,12
1547,12
1548,28
1549,16
1550,20
1551,20
1552,22
1553,22
1554,16
1555,24
1556,12
1557,18
1558,22
1559,26
1560,18
1561,12
1562,18
1563,36
1564,30
1565,18
1566,24
1567,30
1568,22
1569,18
1570,30
1571,16
1572,18
1573,24
1574,14
1575,22
1576,18
1577,32
1578,8
1579,20
1580,18
1581,12
1582,20
1583,14
1584,28
1585,16
1586,18
1587,22
1588,10
1589,14
1590,18
1591,16
1592,26
1593,18
1594,14
1595,24
1596,20
1597,34
1598,24
1599,28
1600,10
1601,20
1602,8
1603,42
1604,20
1605,22
1606,18
1607,38
1608,14
1609,16
1610,20
1611,22
1612,18
1613,22
1614,16
1615,14
1616,30
1617,14
1618,24
1619,14
1620,20
1621,18
1622,32
1623,20
1624,20
1625,16
1626,34
1627,30
1628,26
1629,10
1630,14
1631,30
1632,16
1633,26
1634,22
1635,20
1636,26
1637,10
1638,24
1639,14
1640,18
1641,18
1642,26
1643,18
1644,32
1645,18
1646,22
1647,28
1648,18
1649,18
1650,18
1651,10
1652,18
1653,24
1654,8
1655,20
1656,20
1657,16
1658,10
1659,18
1660,20
1661,26
1662,14
1663,14
1664,22
1665,14
1666,24
1667,22
1668,22
1669,16
1670,12
1671,22
1672,16
1673,22
1674,16
1675,26
1676,18
1677,8
1678,26
1679,10
1680,12
1681,12
1682,26
1683,24
1684,24
1685,30
1686,18
1687,22
1688,16
1689,22
1690,28
1691,30
1692,16
1693,34
1694,28
1695,18
1696,20
1697,22
1698,18
1699,24
1700,20
1701,22
1702,24
1703,16
1704,34
1705,36
1706,10
1707,16
1708,10
1709,20
1710,14
1711,6
1712,22
1713,16
1714,24
1715,26
1716,14
1717,12
1718,20
1719,8
1720,16
1721,16
1722,20
1723,18
1724,14
1725,26
1726,14
1727,12
1728,36
1729,26
1730,22
1731,18
1732,26
1733,26
1734,24
1735,22
1736,20
1737,20
1738,14
1739,24
1740,22
1741,18
1742,36
1743,12
1744,24
1745,30
1746,20
1747,20
1748,18
1749,20
1750,26
1751,24
1752,30
1753,18
1754,32
1755,14
1756,24
1757,24
1758,28
1759,18
1760,20
1761,16
1762,14
1763,22
1764,16
1765,22
1766,24
1767,28
1768,22
1769,8
1770,40
1771,26
1772,24
1773,8
1774,24
1775,24
1776,18
1777,30
1778,28
1779,34
1780,14
1781,28
1782,18
1783,22
1784,18
1785,26
1786,22
1787,30
1788,34
1789,34
1790,24
1791,22
1792,12
1793,30
1794,20
1795,30
1796,28
1797,20
1798,18
1799,18
1800,28
1801,22
1802,14
1803,14
1804,28
1805,14
1806,18
1807,24
1808,28
1809,16
1810,16
1811,26
1812,22
1813,26
1814,26
1815,14
1816,10
1817,22
1818,24
1819,26
1820,32
1821,20
1822,14
1823,14
1824,22
1825,14
1826,22
1827,28
1828,12
1829,36
1830,16
1831,22
1832,20
1833,26
1834,28
1835,20
1836,20
1837,22
1838,18
1839,16
1840,22
1841,10
1842,12
1843,22
1844,24
1845,18
1846,22
1847,20
1848,24
1849,12
1850,28
1851,18
1852,14
1853,16
1854,20
1855,32
1856,18
1857,24
1858,24
1859,18
1860,20
1861,22
1862,20
1863,24
1864,18
1865,16
1866,18
1867,18
1868,20
1869,18
1870,12
1871,26
1872,14
1873,14
1874,18
1875,20
1876,24
1877,38
1878,26
1879,26
1880,32
1881,20
1882,14
1883,14
1884,26
1885,16
1886,22
1887,20
1888,22
1889,18
1890,22
1891,20
1892,32
1893,36
1894,14
1895,16
1896,28
1897,40
1898,50
1899,68
1900,90
1901,92
1902,104
1903,55
1904,2
1905,0
1906,20
1907,26
1908,18
1909,18
1910,32
1911,16
1912,12
1913,20
1914,24
1915,12
1916,20
1917,18
1918,50
1919,26
1920,26
1921,30
1922,14
1923,18
1924,28
1925,16
1926,10
1927,14
1928,30
1929,18
1930,30
1931,34
1932,24
1933,28
1934,32
1935,20
1936,18
1937,16
1938,18
1939,18
1940,24
1941,22
1942,12
1943,18
1944,24
1945,18
1946,18
1947,14
1948,24
1949,26
1950,10
1951,20
1952,40
1953,28
1954,28
1955,28
1956,26
1957,30
1958,12
1959,18
1960,26
1961,20
1962,26
1963,32
1964,28
1965,16
1966,16
1967,14
1968,18
1969,28
1970,14
1971,22
1972,14
1973,22
1974,16
1975,26
1976,22
1977,26
1978,14
1979,20
1980,10
1981,28
1982,14
1983,26
1984,18
1985,18
1986,30
1987,22
1988,22
1989,22
1990,20
1991,22
1992,20
1993,26
1994,18
1995,20
1996,26
1997,24
1998,22
1999,28
2000,14
2001,24
2002,18
2003,34
2004,16
2005,20
2006,20
2007,22
2008,24
2009,22
